66.249.69.93 - - [29/Mar/2016:17:53:14 -0700] "GET /images/off2.jpg HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.superior-dentistry.com"
214.3.138.230 - - [30/Mar/2016:12:53:15 -0700] "GET / HTTP/1.1" 200 38156 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=12&sqi=2&ved=0ahUKEwjZ2__sl-nLAhVJZCYKHeKiBiMQ_BcIgwEwCw&url=http%3A%2F%2Fwww.superior-dentistry.com%2F&usg=AFQjCNGF-nEQNHBsad_bRxtFplrZJb5AWQ&sig2=2mPMFa6yasS8rqsYughLAQ&bvm=bv.118353311,bs.2,d.eWE" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko" "www.superior-dentistry.com"
214.3.138.230 - - [30/Mar/2016:12:53:19 -0700] "GET /img/Dr-Melika.jpg HTTP/1.1" 200 28557 "http://www.superior-dentistry.com/meet-staff.html" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko" "www.superior-dentistry.com"
214.3.138.230 - - [30/Mar/2016:12:53:19 -0700] "GET /img/doctor-achievement.jpg HTTP/1.1" 200 200838 "http://www.superior-dentistry.com/meet-staff.html" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko" "www.superior-dentistry.com"
199.59.148.209 - - [30/Mar/2016:12:53:24 -0700] "GET /robots.txt HTTP/1.1" 200 49 "-" "Twitterbot/1.0" "www.superior-dentistry.com"[0]
151.80.31.100 - - [30/Mar/2016:13:05:48 -0700] "GET /robots.txt HTTP/1.1" 200 49 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "www.superior-dentistry.com"
78.46.33.209 - - [30/Mar/2016:13:11:20 -0700] "GET / HTTP/1.1" 200 38156 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; de; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12" "www.superior-dentistry.com"
198.16.7.150 - - [30/Mar/2016:13:12:05 -0700] "GET / HTTP/1.1" 200 38156 "-" "FreeWebMonitoring SiteChecker/0.2 (+http://www.freewebmonitoring.com/bot.html)" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:32 -0700] "GET /robots.txt HTTP/1.1" 200 49 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:32 -0700] "GET / HTTP/1.1" 200 38156 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:33 -0700] "GET /index.html HTTP/1.1" 200 38156 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:35 -0700] "GET /meet-staff.html HTTP/1.1" 200 22166 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:37 -0700] "GET /services.html HTTP/1.1" 200 34114 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"[0]
52.3.146.92 - - [30/Mar/2016:13:26:38 -0700] "GET /firstvisit.html HTTP/1.1" 200 24042 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:42 -0700] "GET /blog.php HTTP/1.1" 200 103129 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:44 -0700] "GET /Dentistry-Maryland-MD.html HTTP/1.1" 200 30866 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:47 -0700] "GET /testimonials.html HTTP/1.1" 200 24783 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:49 -0700] "GET /services.php HTTP/1.1" 200 73 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:50 -0700] "GET /Dentist-Bowie-MD/Dental-Implants-Maryland-MD.html HTTP/1.1" 200 33055 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:51 -0700] "GET /Dentists-Bowie-MD.html HTTP/1.1" 200 27332 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:26:59 -0700] "GET /orthognathic-jaw-surgery.html HTTP/1.1" 404 89 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:27:00 -0700] "GET /oral-pathology.html HTTP/1.1" 404 89 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:27:03 -0700] "GET /Dentist-Bowie-MD/Tooth-Extractions-Maryland-MD.html HTTP/1.1" 200 32565 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
52.3.146.92 - - [30/Mar/2016:13:30:01 -0700] "GET /Dentist-Bowie-MD/Periodontal-Services-Maryland-MD.html HTTP/1.0" 200 19779 "-" "Thumbtack-Thunderdome/1.0" "www.superior-dentistry.com"
180.76.15.19 - - [30/Mar/2016:13:55:22 -0700] "GET /robots.txt HTTP/1.1" 200 49 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:11 -0700] "GET / HTTP/1.1" 200 38156 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:11 -0700] "GET /Bowie-Dentists/www.superior-dentistry.com HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:12 -0700] "GET /Bowie-Dentists/meet-staff.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:13 -0700] "GET /Bowie-Dentists/services.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:13 -0700] "GET /Bowie-Dentists/patient.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:13 -0700] "GET /Bowie-Dentists/treatment.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:14 -0700] "GET /Bowie-Dentists/Preventive-Dentistry-Maryland.html HTTP/1.1" 200 39411 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:15 -0700] "GET /orthognathic-jaw-surgery.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:16 -0700] "GET /wisdom-teeth.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:16 -0700] "GET /dental-implants.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:16 -0700] "GET /index.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:17 -0700] "GET /Dentist-Bowie-MD/Tooth-Extractions-Maryland-MD.html HTTP/1.1" 200 32565 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:17 -0700] "GET /Dentist-Bowie-MD/ HTTP/1.1" 200 1706 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:17 -0700] "GET /Dentist-Bowie-MD/js/ HTTP/1.1" 200 6862 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:17 -0700] "GET /Dentist-Bowie-MD/js/tms_presets.js HTTP/1.1" 200 18651 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:18 -0700] "GET /Dentist-Bowie-MD/js/tms-0.3.js HTTP/1.1" 200 11724 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:18 -0700] "GET /Dentist-Bowie-MD/js/thumbnail-slider.js HTTP/1.1" 200 9356 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:18 -0700] "GET /Dentist-Bowie-MD/js/tabs.js HTTP/1.1" 200 545 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:19 -0700] "GET /Dentist-Bowie-MD/js/scrollTop.js HTTP/1.1" 200 861 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:19 -0700] "GET /Dentist-Bowie-MD/js/script.js HTTP/1.1" 200 3698 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:19 -0700] "GET /Dentist-Bowie-MD/js/rt-small.png HTTP/1.1" 200 225 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:19 -0700] "GET /Dentist-Bowie-MD/js/lt-small.png HTTP/1.1" 200 235 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:19 -0700] "GET /Dentist-Bowie-MD/js/kwicks-1.5.1.pack.js HTTP/1.1" 200 2364 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:20 -0700] "GET /Dentist-Bowie-MD/js/jquery.prettyPhoto.js HTTP/1.1" 200 24118 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:21 -0700] "GET /Dentist-Bowie-MD/js/jquery.galleriffic.js HTTP/1.1" 200 17480 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"[0]
91.109.19.34 - - [30/Mar/2016:14:28:22 -0700] "GET /Dentist-Bowie-MD/js/jquery.color.js HTTP/1.1" 200 3660 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:22 -0700] "GET /Dentist-Bowie-MD/js/jquery.backgroundPosition.js HTTP/1.1" 200 1993 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:23 -0700] "GET /Dentist-Bowie-MD/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:23 -0700] "GET /Dentist-Bowie-MD/js/jquery-1.6.js HTTP/1.1" 200 91341 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:24 -0700] "GET /Dentist-Bowie-MD/js/jquery-1.6.4.min.js HTTP/1.1" 200 91669 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:24 -0700] "GET /Dentist-Bowie-MD/js/jquery-1.6.1.min.js HTTP/1.1" 200 91342 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:24 -0700] "GET /Dentist-Bowie-MD/js/jquery-1.10.2.min.js HTTP/1.1" 200 93107 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:24 -0700] "GET /Dentist-Bowie-MD/js/image_slider/ HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:24 -0700] "GET /Dentist-Bowie-MD/js/image_slider/jquery.mobile-1.0rc2.customized.min.js HTTP/1.1" 200 48433 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"[0]
91.109.19.34 - - [30/Mar/2016:14:28:26 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?N=A HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:26 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?S=A HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:27 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?S=D HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:27 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?M=A HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:27 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?M=D HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:27 -0700] "GET /Dentist-Bowie-MD/js/image_slider/?N=D HTTP/1.1" 200 1499 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:28 -0700] "GET /Dentist-Bowie-MD/js/html5.js HTTP/1.1" 200 882 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:28 -0700] "GET /Dentist-Bowie-MD/js/handle.gif HTTP/1.1" 200 175 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:28 -0700] "GET /Dentist-Bowie-MD/js/forms.js HTTP/1.1" 200 5777 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:28 -0700] "GET /Dentist-Bowie-MD/js/cufon-yui.js HTTP/1.1" 200 18158 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:30 -0700] "GET /Dentist-Bowie-MD/js/PIE.php HTTP/1.1" 200 40673 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:30 -0700] "GET /Dentist-Bowie-MD/js/PIE.htc HTTP/1.1" 200 40673 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:31 -0700] "GET /Dentist-Bowie-MD/js/?D=A HTTP/1.1" 200 6862 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:31 -0700] "GET /Dentist-Bowie-MD/js/?N=A HTTP/1.1" 200 6862 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:32 -0700] "GET /Dentist-Bowie-MD/js/?S=D HTTP/1.1" 200 6862 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:32 -0700] "GET /Dentist-Bowie-MD/js/?N=D HTTP/1.1" 200 6862 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:33 -0700] "GET /Dentist-Bowie-MD/images/ HTTP/1.1" 200 2816 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:33 -0700] "GET /Dentist-Bowie-MD/images/quotes.png HTTP/1.1" 200 1503 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:33 -0700] "GET /Dentist-Bowie-MD/images/pattern.png HTTP/1.1" 200 2402 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"[0]
91.109.19.34 - - [30/Mar/2016:14:28:33 -0700] "GET /Dentist-Bowie-MD/images/patientform.png HTTP/1.1" 200 55911 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:34 -0700] "GET /Dentist-Bowie-MD/images/logo1.jpg HTTP/1.1" 200 37169 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:34 -0700] "GET /Dentist-Bowie-MD/images/loader.gif HTTP/1.1" 200 2545 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:35 -0700] "GET /Dentist-Bowie-MD/images/email.png HTTP/1.1" 200 46363 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:35 -0700] "GET /Dentist-Bowie-MD/images/dental-crown.jpg HTTP/1.1" 200 97217 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:35 -0700] "GET /Dentist-Bowie-MD/images/arrow2.gif HTTP/1.1" 200 64 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:35 -0700] "GET /Dentist-Bowie-MD/images/arrow1.gif HTTP/1.1" 200 62 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"[0]
91.109.19.34 - - [30/Mar/2016:14:28:36 -0700] "GET /Dentist-Bowie-MD/images/arrow-sub.gif HTTP/1.1" 200 54 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:36 -0700] "GET /Dentist-Bowie-MD/images/?D=A HTTP/1.1" 200 2816 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:37 -0700] "GET /Dentist-Bowie-MD/images/?N=A HTTP/1.1" 200 2816 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:37 -0700] "GET /Dentist-Bowie-MD/images/?S=D HTTP/1.1" 200 2816 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:38 -0700] "GET /Dentist-Bowie-MD/images/?N=D HTTP/1.1" 200 2816 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:38 -0700] "GET /Dentist-Bowie-MD/font/ HTTP/1.1" 200 573 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:38 -0700] "GET /Dentist-Bowie-MD/font/?D=A HTTP/1.1" 200 573 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:39 -0700] "GET /Dentist-Bowie-MD/font/?D=D HTTP/1.1" 200 573 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:39 -0700] "GET /Dentist-Bowie-MD/font/?S=D HTTP/1.1" 200 573 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:40 -0700] "GET /Dentist-Bowie-MD/font/?N=D HTTP/1.1" 200 573 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:40 -0700] "GET /Dentist-Bowie-MD/favicon.ico HTTP/1.1" 200 688 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:40 -0700] "GET /Dentist-Bowie-MD/css/ HTTP/1.1" 200 1932 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:41 -0700] "GET /Dentist-Bowie-MD/css/style.css HTTP/1.1" 200 19818 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"[0]
91.109.19.34 - - [30/Mar/2016:14:28:41 -0700] "GET /Dentist-Bowie-MD/css/skin.css HTTP/1.1" 200 2073 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:41 -0700] "GET /Dentist-Bowie-MD/css/kwicks.css HTTP/1.1" 200 372 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:42 -0700] "GET /Dentist-Bowie-MD/css/js-image-slider.css HTTP/1.1" 200 2917 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:42 -0700] "GET /Dentist-Bowie-MD/css/ie.css HTTP/1.1" 200 789 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:42 -0700] "GET /Dentist-Bowie-MD/css/forms.css HTTP/1.1" 200 2909 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:42 -0700] "GET /Dentist-Bowie-MD/css/coin-slider.css HTTP/1.1" 200 710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:43 -0700] "GET /Dentist-Bowie-MD/css/?D=A HTTP/1.1" 200 1932 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:43 -0700] "GET /Dentist-Bowie-MD/css/?D=D HTTP/1.1" 200 1932 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:43 -0700] "GET /Dentist-Bowie-MD/css/?S=A HTTP/1.1" 200 1932 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
91.109.19.34 - - [30/Mar/2016:14:28:44 -0700] "GET /Dentist-Bowie-MD/css/?S=D HTTP/1.1" 200 1932 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.5) Gecko/20031007" "www.superior-dentistry.com"
